"","X","Datum","x","phenomena"
"1",1,"2017-07-12 23:00:00",2.27390202702703,"PM25"
"2",2,"2017-07-13 23:00:00",2.40898648648649,"PM25"
"3",3,"2017-07-14 23:00:00",1.76087986463621,"PM25"
"4",4,"2017-07-15 23:00:00",3.45545634920635,"PM25"
"5",5,"2017-07-19 23:00:00",4.27202898550725,"PM25"
"6",6,"2017-07-20 23:00:00",2.15929794520548,"PM25"
"7",7,"2017-07-21 23:00:00",2.99630769230769,"PM25"
"8",8,"2017-07-22 23:00:00",1.7191423670669,"PM25"
"9",9,"2017-07-23 23:00:00",1.61770833333333,"PM25"
"10",10,"2017-07-24 23:00:00",2.75950171821306,"PM25"
"11",11,"2017-07-25 23:00:00",2.87718213058419,"PM25"
"12",12,"2017-07-26 23:00:00",2.26518010291595,"PM25"
"13",13,"2017-07-27 23:00:00",3.65275684931507,"PM25"
"14",14,"2017-07-28 23:00:00",3.97093639575972,"PM25"
"15",15,"2017-07-29 23:00:00",3.52092465753425,"PM25"
"16",16,"2017-07-30 23:00:00",5.8594358974359,"PM25"
"17",17,"2017-07-31 23:00:00",4.27347676419966,"PM25"
"18",18,"2017-08-01 23:00:00",5.13103918228279,"PM25"
"19",19,"2017-08-02 23:00:00",6.16886824324324,"PM25"
"20",20,"2017-08-03 23:00:00",2.78634517766497,"PM25"
"21",21,"2017-08-04 23:00:00",2.9645777027027,"PM25"
"22",22,"2017-08-05 23:00:00",2.34866554054054,"PM25"
"23",23,"2017-08-06 23:00:00",3.40387372013652,"PM25"
"24",24,"2017-08-07 23:00:00",5.0539897260274,"PM25"
"25",25,"2017-08-08 23:00:00",2.73,"PM25"
"26",26,"2017-08-09 23:00:00",3.91784615384615,"PM25"
"27",27,"2017-08-10 23:00:00",11.4144102564103,"PM25"
"28",28,"2017-08-11 23:00:00",8.21872013651877,"PM25"
"29",29,"2017-08-12 23:00:00",3.42367521367521,"PM25"
"30",30,"2017-08-13 23:00:00",4.67232081911263,"PM25"
"31",31,"2017-08-14 23:00:00",5.72206837606838,"PM25"
"32",32,"2017-08-15 23:00:00",5.50303082191781,"PM25"
"33",33,"2017-08-16 23:00:00",4.65907692307692,"PM25"
"34",34,"2017-08-17 23:00:00",2.68234887737478,"PM25"
"35",35,"2017-08-18 23:00:00",2.45217094017094,"PM25"
"36",36,"2017-08-19 23:00:00",2.60679180887372,"PM25"
"37",37,"2017-08-20 23:00:00",2.76201709401709,"PM25"
"38",38,"2017-08-21 23:00:00",3.6464897260274,"PM25"
"39",39,"2017-08-22 23:00:00",5.0351114922813,"PM25"
"40",40,"2017-08-23 23:00:00",4.14376068376068,"PM25"
"41",41,"2017-08-24 23:00:00",4.3095025728988,"PM25"
"42",42,"2017-08-25 23:00:00",9.25188034188034,"PM25"
"43",43,"2017-08-26 23:00:00",15.1296569468268,"PM25"
"44",44,"2017-08-27 23:00:00",13.6450428816467,"PM25"
"45",45,"2017-08-28 23:00:00",12.1950170648464,"PM25"
"46",46,"2017-08-29 23:00:00",9.4234819897084,"PM25"
"47",47,"2017-08-30 23:00:00",2.61140170940171,"PM25"
"48",48,"2017-08-31 23:00:00",5.63053173241852,"PM25"
"49",49,"2017-09-01 23:00:00",4.20325862068966,"PM25"
"50",50,"2017-09-02 23:00:00",4.70585616438356,"PM25"
"51",51,"2017-09-03 23:00:00",4.73742105263158,"PM25"
"52",52,"2017-09-04 23:00:00",3.2606976744186,"PM25"
"53",53,"2017-09-16 23:00:00",2.16587301587302,"PM25"
"54",54,"2017-09-17 23:00:00",4.25803539823009,"PM25"
"55",55,"2017-09-18 23:00:00",5.35021201413428,"PM25"
"56",56,"2017-09-19 23:00:00",10.9758290598291,"PM25"
"57",57,"2017-09-20 23:00:00",5.79438566552901,"PM25"
"58",58,"2017-09-21 23:00:00",7.71220136518771,"PM25"
"59",59,"2017-09-22 23:00:00",11.7115213675214,"PM25"
"60",60,"2017-09-23 23:00:00",15.5706313993174,"PM25"
"61",61,"2017-09-24 23:00:00",11.3225817555938,"PM25"
"62",62,"2017-09-25 23:00:00",12.2991794871795,"PM25"
"63",63,"2017-09-26 23:00:00",14.7795719178082,"PM25"
"64",64,"2017-09-27 23:00:00",10.0291282051282,"PM25"
"65",65,"2017-09-28 23:00:00",6.97401709401709,"PM25"
"66",66,"2017-09-29 23:00:00",6.73880341880342,"PM25"
"67",67,"2017-09-30 23:00:00",5.33399317406143,"PM25"
"68",68,"2017-10-01 23:00:00",3.20116239316239,"PM25"
"69",69,"2017-10-02 23:00:00",2.57333907056799,"PM25"
"70",70,"2017-10-03 23:00:00",3.90508561643836,"PM25"
"71",71,"2017-10-04 23:00:00",3.28137221269297,"PM25"
"72",72,"2017-10-05 23:00:00",4.51302063789869,"PM25"
