"","X","Datum","x","phenomena"
"73",73,"2017-10-06 23:00:00",4.6144014084507,"PM25"
"74",74,"2017-10-07 23:00:00",4.36771167048055,"PM25"
"75",75,"2017-10-08 23:00:00",6.59410714285714,"PM25"
"76",76,"2017-10-09 23:00:00",7.26405821917808,"PM25"
"77",77,"2017-10-10 23:00:00",4.68222222222222,"PM25"
"78",78,"2017-10-11 23:00:00",4.81621342512909,"PM25"
"79",79,"2017-10-12 23:00:00",6.40719178082192,"PM25"
"80",80,"2017-10-13 23:00:00",3.62613675213675,"PM25"
"81",81,"2017-10-14 23:00:00",6.91416809605489,"PM25"
"82",82,"2017-10-15 23:00:00",12.028801369863,"PM25"
"83",83,"2017-10-16 23:00:00",11.47875,"PM25"
"84",84,"2017-10-17 23:00:00",9.2789590443686,"PM25"
"85",85,"2017-10-18 23:00:00",8.7363807890223,"PM25"
"86",86,"2017-10-19 23:00:00",5.91399656946827,"PM25"
"87",87,"2017-10-20 23:00:00",4.25813675213675,"PM25"
"88",88,"2017-10-21 23:00:00",2.34191126279863,"PM25"
"89",89,"2017-10-22 23:00:00",5.23457975986278,"PM25"
"90",90,"2017-10-23 23:00:00",3.99214776632302,"PM25"
"91",91,"2017-10-24 23:00:00",6.23591452991453,"PM25"
"92",92,"2017-10-25 23:00:00",12.6788419117647,"PM25"
"93",93,"2017-10-26 23:00:00",7.12972602739726,"PM25"
"94",94,"2017-10-27 23:00:00",6.05946917808219,"PM25"
"95",95,"2017-10-28 23:00:00",2.73434188034188,"PM25"
"96",96,"2017-10-29 23:00:00",4.88284734133791,"PM25"
"97",97,"2017-10-30 23:00:00",4.44540955631399,"PM25"
"98",98,"2017-10-31 23:00:00",5.65594871794872,"PM25"
"99",99,"2017-11-01 23:00:00",15.1463481228669,"PM25"
"100",100,"2017-11-02 23:00:00",20.8828547008547,"PM25"
"101",101,"2017-11-03 23:00:00",13.5413597246127,"PM25"
"102",102,"2017-11-04 23:00:00",4.13287671232877,"PM25"
"103",103,"2017-11-05 23:00:00",6.17716981132075,"PM25"
"104",104,"2017-11-06 23:00:00",10.7515068493151,"PM25"
"105",105,"2017-11-07 23:00:00",17.029641025641,"PM25"
"106",106,"2017-11-08 23:00:00",14.3995025728988,"PM25"
"107",107,"2017-11-09 23:00:00",9.13025996533795,"PM25"
"108",108,"2017-11-10 23:00:00",4.13662116040956,"PM25"
"109",109,"2017-11-11 23:00:00",3.97591304347826,"PM25"
"110",110,"2017-11-12 23:00:00",6.22193771626298,"PM25"
"111",111,"2017-11-13 23:00:00",8.86785223367698,"PM25"
"112",112,"2017-11-14 23:00:00",7.34342512908778,"PM25"
"113",113,"2017-11-15 23:00:00",12.2061790017212,"PM25"
"114",114,"2017-11-16 23:00:00",17.7778620689655,"PM25"
"115",115,"2017-11-17 23:00:00",10.9593079584775,"PM25"
"116",116,"2017-11-18 23:00:00",3.435,"PM25"
"117",117,"2017-11-19 23:00:00",7.45055172413793,"PM25"
"118",118,"2017-11-20 23:00:00",6.00373493975904,"PM25"
"119",119,"2017-11-21 23:00:00",8.04524305555556,"PM25"
"120",120,"2017-11-22 23:00:00",5.15246100519931,"PM25"
"121",121,"2017-11-23 23:00:00",4.92127147766323,"PM25"
"122",122,"2017-11-24 23:00:00",3.6854295532646,"PM25"
"123",123,"2017-11-25 23:00:00",4.99982817869416,"PM25"
"124",124,"2017-11-26 23:00:00",3.4763807890223,"PM25"
"125",125,"2017-11-27 23:00:00",2.92402097902098,"PM25"
"126",126,"2017-11-28 23:00:00",6.02994836488812,"PM25"
"127",127,"2017-11-29 23:00:00",7.36900343642612,"PM25"
"128",128,"2017-11-30 23:00:00",9.21646048109966,"PM25"
"129",129,"2017-12-01 23:00:00",10.9852413793103,"PM25"
"130",130,"2017-12-02 23:00:00",11.3463573883162,"PM25"
"131",131,"2017-12-03 23:00:00",10.2488640275387,"PM25"
"132",132,"2017-12-04 23:00:00",14.3365979381443,"PM25"
"133",133,"2017-12-05 23:00:00",15.5457314974182,"PM25"
"134",134,"2017-12-06 23:00:00",9.58326352530541,"PM25"
"135",135,"2017-12-07 23:00:00",2.96860824742268,"PM25"
"136",136,"2017-12-08 23:00:00",2.81247422680412,"PM25"
"137",137,"2017-12-09 23:00:00",1.9206529209622,"PM25"
"138",138,"2017-12-10 23:00:00",1.21063683304647,"PM25"
"139",139,"2017-12-11 23:00:00",2.93239242685026,"PM25"
"140",140,"2017-12-12 23:00:00",1.98645438898451,"PM25"
"141",141,"2017-12-13 23:00:00",1.82113402061856,"PM25"
"142",142,"2017-12-14 23:00:00",2.33546391752577,"PM25"
"143",143,"2017-12-15 23:00:00",6.50955249569707,"PM25"
"144",144,"2017-12-16 23:00:00",7.56540308747856,"PM25"
"145",145,"2017-12-17 23:00:00",5.70344234079174,"PM25"
"146",146,"2017-12-18 23:00:00",10.8345454545455,"PM25"
"147",147,"2017-12-19 23:00:00",5.55711340206186,"PM25"
"148",148,"2017-12-20 23:00:00",6.87031034482759,"PM25"
"149",149,"2017-12-21 23:00:00",6.74027491408935,"PM25"
"150",150,"2017-12-22 23:00:00",11.1554054054054,"PM25"
"151",151,"2017-12-30 23:00:00",4.78642201834862,"PM25"
